country,country_code,year_week,source,new_cases,number_sequenced,percent_cases_sequenced,valid_denominator,WHO_label,variant,number_detections_variant,number_sequenced_known_variant,percent_variant
Mexico,MX,2021-23,GISAID,23432,1371,5.9,TRUE,Delta,B.1.617.2,246,1369,18
Mexico,MX,2021-23,GISAID,23432,1371,5.9,TRUE,Delta,B.1.617.3,0,1369,0
Mexico,MX,2021-23,GISAID,23432,1371,5.9,TRUE,Other,B.1.620,0,1369,0
Mexico,MX,2021-23,GISAID,23432,1371,5.9,TRUE,Mu,B.1.621,43,1369,3.1
Mexico,MX,2021-23,GISAID,23432,1371,5.9,TRUE,Lambda,C.1.2,0,1369,0
Mexico,MX,2021-23,GISAID,23432,1371,5.9,TRUE,Lambda,C.37,7,1369,0.5
Mexico,MX,2021-23,GISAID,23432,1371,5.9,TRUE,Gamma,P.1,53,1369,3.9
Mexico,MX,2021-23,GISAID,23432,1371,5.9,TRUE,Gamma,P.3,0,1369,0
Mexico,MX,2021-23,GISAID,23432,1371,5.9,TRUE,Other,Other,76,1369,5.6
Mexico,MX,2021-24,GISAID,24562,1352,5.5,TRUE,Other,AT.1,0,1345,0
Mexico,MX,2021-24,GISAID,24562,1352,5.5,TRUE,Delta,AY.4.2,0,1345,0
Mexico,MX,2021-24,GISAID,24562,1352,5.5,TRUE,Alpha,B.1.1.7,698,1345,51.9
Mexico,MX,2021-24,GISAID,24562,1352,5.5,TRUE,Alpha,B.1.1.7+E484K,0,1345,0
Mexico,MX,2021-24,GISAID,24562,1352,5.5,TRUE,Beta,B.1.351,22,1345,1.6
Mexico,MX,2021-24,GISAID,24562,1352,5.5,TRUE,Epsilon,B.1.427/B.1.429,0,1345,0
Mexico,MX,2021-24,GISAID,24562,1352,5.5,TRUE,Other,B.1.525,6,1345,0.4
Mexico,MX,2021-24,GISAID,24562,1352,5.5,TRUE,Other,B.1.526,8,1345,0.6
Mexico,MX,2021-24,GISAID,24562,1352,5.5,TRUE,Other,B.1.616,0,1345,0
Mexico,MX,2021-24,GISAID,24562,1352,5.5,TRUE,Delta,B.1.617,0,1345,0
Mexico,MX,2021-24,GISAID,24562,1352,5.5,TRUE,Delta,B.1.617.1,0,1345,0
Mexico,MX,2021-24,GISAID,24562,1352,5.5,TRUE,Delta,B.1.617.2,405,1345,30.1
Mexico,MX,2021-24,GISAID,24562,1352,5.5,TRUE,Delta,B.1.617.3,0,1345,0
Mexico,MX,2021-24,GISAID,24562,1352,5.5,TRUE,Other,B.1.620,0,1345,0
Mexico,MX,2021-24,GISAID,24562,1352,5.5,TRUE,Mu,B.1.621,59,1345,4.4
Mexico,MX,2021-24,GISAID,24562,1352,5.5,TRUE,Lambda,C.1.2,0,1345,0
Mexico,MX,2021-24,GISAID,24562,1352,5.5,TRUE,Lambda,C.37,15,1345,1.1
Mexico,MX,2021-24,GISAID,24562,1352,5.5,TRUE,Gamma,P.1,66,1345,4.9
Mexico,MX,2021-24,GISAID,24562,1352,5.5,TRUE,Gamma,P.3,0,1345,0
Mexico,MX,2021-24,GISAID,24562,1352,5.5,TRUE,Other,Other,66,1345,4.9
Mexico,MX,2021-25,GISAID,35797,1452,4.1,TRUE,Other,AT.1,0,1439,0
Mexico,MX,2021-25,GISAID,35797,1452,4.1,TRUE,Delta,AY.4.2,0,1439,0
Mexico,MX,2021-25,GISAID,35797,1452,4.1,TRUE,Alpha,B.1.1.7,519,1439,36.1
Mexico,MX,2021-25,GISAID,35797,1452,4.1,TRUE,Alpha,B.1.1.7+E484K,0,1439,0
Mexico,MX,2021-25,GISAID,35797,1452,4.1,TRUE,Beta,B.1.351,94,1439,6.5
Mexico,MX,2021-25,GISAID,35797,1452,4.1,TRUE,Epsilon,B.1.427/B.1.429,0,1439,0
Mexico,MX,2021-25,GISAID,35797,1452,4.1,TRUE,Other,B.1.525,3,1439,0.2
Mexico,MX,2021-25,GISAID,35797,1452,4.1,TRUE,Other,B.1.526,5,1439,0.3
Mexico,MX,2021-25,GISAID,35797,1452,4.1,TRUE,Other,B.1.616,0,1439,0
Mexico,MX,2021-25,GISAID,35797,1452,4.1,TRUE,Delta,B.1.617,0,1439,0
Mexico,MX,2021-25,GISAID,35797,1452,4.1,TRUE,Delta,B.1.617.1,0,1439,0
Mexico,MX,2021-25,GISAID,35797,1452,4.1,TRUE,Delta,B.1.617.2,663,1439,46.1
Mexico,MX,2021-25,GISAID,35797,1452,4.1,TRUE,Delta,B.1.617.3,0,1439,0
Mexico,MX,2021-25,GISAID,35797,1452,4.1,TRUE,Other,B.1.620,0,1439,0
Mexico,MX,2021-25,GISAID,35797,1452,4.1,TRUE,Mu,B.1.621,40,1439,2.8
Mexico,MX,2021-25,GISAID,35797,1452,4.1,TRUE,Lambda,C.1.2,0,1439,0
Mexico,MX,2021-25,GISAID,35797,1452,4.1,TRUE,Lambda,C.37,11,1439,0.8
Mexico,MX,2021-25,GISAID,35797,1452,4.1,TRUE,Gamma,P.1,64,1439,4.4
Mexico,MX,2021-25,GISAID,35797,1452,4.1,TRUE,Gamma,P.3,0,1439,0
Mexico,MX,2021-25,GISAID,35797,1452,4.1,TRUE,Other,Other,40,1439,2.8
Mexico,MX,2021-26,GISAID,89913,2739,3,TRUE,Other,AT.1,0,2720,0
Mexico,MX,2021-26,GISAID,89913,2739,3,TRUE,Delta,AY.4.2,0,2720,0
Mexico,MX,2021-26,GISAID,89913,2739,3,TRUE,Alpha,B.1.1.7,604,2720,22.2
Mexico,MX,2021-26,GISAID,89913,2739,3,TRUE,Alpha,B.1.1.7+E484K,0,2720,0
Mexico,MX,2021-26,GISAID,89913,2739,3,TRUE,Beta,B.1.351,406,2720,14.9
Mexico,MX,2021-26,GISAID,89913,2739,3,TRUE,Epsilon,B.1.427/B.1.429,0,2720,0
Mexico,MX,2021-26,GISAID,89913,2739,3,TRUE,Other,B.1.525,5,2720,0.2
Mexico,MX,2021-26,GISAID,89913,2739,3,TRUE,Other,B.1.526,0,2720,0
Mexico,MX,2021-26,GISAID,89913,2739,3,TRUE,Other,B.1.616,0,2720,0
Mexico,MX,2021-26,GISAID,89913,2739,3,TRUE,Delta,B.1.617,0,2720,0
Mexico,MX,2021-26,GISAID,89913,2739,3,TRUE,Delta,B.1.617.1,0,2720,0
Mexico,MX,2021-26,GISAID,89913,2739,3,TRUE,Delta,B.1.617.2,1553,2720,57.1
Mexico,MX,2021-26,GISAID,89913,2739,3,TRUE,Delta,B.1.617.3,0,2720,0
Mexico,MX,2021-26,GISAID,89913,2739,3,TRUE,Other,B.1.620,0,2720,0
Mexico,MX,2021-26,GISAID,89913,2739,3,TRUE,Mu,B.1.621,36,2720,1.3
Mexico,MX,2021-26,GISAID,89913,2739,3,TRUE,Lambda,C.1.2,0,2720,0
Mexico,MX,2021-26,GISAID,89913,2739,3,TRUE,Lambda,C.37,34,2720,1.2
Mexico,MX,2021-26,GISAID,89913,2739,3,TRUE,Gamma,P.1,39,2720,1.4
Mexico,MX,2021-26,GISAID,89913,2739,3,TRUE,Gamma,P.3,0,2720,0
Mexico,MX,2021-26,GISAID,89913,2739,3,TRUE,Other,Other,43,2720,1.6
Mexico,MX,2021-27,GISAID,144570,2853,2,TRUE,Other,AT.1,0,2777,0
Mexico,MX,2021-27,GISAID,144570,2853,2,TRUE,Delta,AY.4.2,0,2777,0
Mexico,MX,2021-27,GISAID,144570,2853,2,TRUE,Alpha,B.1.1.7,554,2777,19.9
Mexico,MX,2021-27,GISAID,144570,2853,2,TRUE,Alpha,B.1.1.7+E484K,0,2777,0
Mexico,MX,2021-27,GISAID,144570,2853,2,TRUE,Beta,B.1.351,262,2777,9.4
Mexico,MX,2021-27,GISAID,144570,2853,2,TRUE,Epsilon,B.1.427/B.1.429,0,2777,0
Mexico,MX,2021-27,GISAID,144570,2853,2,TRUE,Other,B.1.525,0,2777,0
Mexico,MX,2021-27,GISAID,144570,2853,2,TRUE,Other,B.1.526,0,2777,0
Mexico,MX,2021-27,GISAID,144570,2853,2,TRUE,Other,B.1.616,0,2777,0
Mexico,MX,2021-27,GISAID,144570,2853,2,TRUE,Delta,B.1.617,0,2777,0
Mexico,MX,2021-27,GISAID,144570,2853,2,TRUE,Delta,B.1.617.1,0,2777,0
Mexico,MX,2021-27,GISAID,144570,2853,2,TRUE,Delta,B.1.617.2,1848,2777,66.5
Mexico,MX,2021-27,GISAID,144570,2853,2,TRUE,Delta,B.1.617.3,0,2777,0
Mexico,MX,2021-27,GISAID,144570,2853,2,TRUE,Other,B.1.620,0,2777,0
Mexico,MX,2021-27,GISAID,144570,2853,2,TRUE,Mu,B.1.621,42,2777,1.5
Mexico,MX,2021-27,GISAID,144570,2853,2,TRUE,Lambda,C.1.2,0,2777,0
Mexico,MX,2021-27,GISAID,144570,2853,2,TRUE,Lambda,C.37,20,2777,0.7
Mexico,MX,2021-27,GISAID,144570,2853,2,TRUE,Gamma,P.1,28,2777,1
Mexico,MX,2021-27,GISAID,144570,2853,2,TRUE,Gamma,P.3,0,2777,0
Mexico,MX,2021-27,GISAID,144570,2853,2,TRUE,Other,Other,23,2777,0.8
Mexico,MX,2021-28,GISAID,183513,2456,1.3,TRUE,Other,AT.1,0,2437,0
Mexico,MX,2021-28,GISAID,183513,2456,1.3,TRUE,Delta,AY.4.2,0,2437,0
Mexico,MX,2021-28,GISAID,183513,2456,1.3,TRUE,Alpha,B.1.1.7,240,2437,9.8
Mexico,MX,2021-28,GISAID,183513,2456,1.3,TRUE,Alpha,B.1.1.7+E484K,0,2437,0
Mexico,MX,2021-28,GISAID,183513,2456,1.3,TRUE,Beta,B.1.351,109,2437,4.5
Mexico,MX,2021-28,GISAID,183513,2456,1.3,TRUE,Epsilon,B.1.427/B.1.429,0,2437,0
Mexico,MX,2021-28,GISAID,183513,2456,1.3,TRUE,Other,B.1.525,2,2437,0.1
Mexico,MX,2021-28,GISAID,183513,2456,1.3,TRUE,Other,B.1.526,0,2437,0
Mexico,MX,2021-28,GISAID,183513,2456,1.3,TRUE,Other,B.1.616,0,2437,0
Mexico,MX,2021-28,GISAID,183513,2456,1.3,TRUE,Delta,B.1.617,0,2437,0
Mexico,MX,2021-28,GISAID,183513,2456,1.3,TRUE,Delta,B.1.617.1,2,2437,0.1
Mexico,MX,2021-28,GISAID,183513,2456,1.3,TRUE,Delta,B.1.617.2,1995,2437,81.9
Mexico,MX,2021-28,GISAID,183513,2456,1.3,TRUE,Delta,B.1.617.3,0,2437,0
Mexico,MX,2021-28,GISAID,183513,2456,1.3,TRUE,Other,B.1.620,0,2437,0
Mexico,MX,2021-28,GISAID,183513,2456,1.3,TRUE,Mu,B.1.621,37,2437,1.5
Mexico,MX,2021-28,GISAID,183513,2456,1.3,TRUE,Lambda,C.1.2,0,2437,0
Mexico,MX,2021-28,GISAID,183513,2456,1.3,TRUE,Lambda,C.37,23,2437,0.9
Mexico,MX,2021-28,GISAID,183513,2456,1.3,TRUE,Gamma,P.1,18,2437,0.7
Mexico,MX,2021-28,GISAID,183513,2456,1.3,TRUE,Gamma,P.3,0,2437,0
Mexico,MX,2021-28,GISAID,183513,2456,1.3,TRUE,Other,Other,11,2437,0.5
Mexico,MX,2021-29,GISAID,183806,2661,1.4,TRUE,Other,AT.1,0,2643,0
Mexico,MX,2021-29,GISAID,183806,2661,1.4,TRUE,Delta,AY.4.2,1,2643,0
Mexico,MX,2021-29,GISAID,183806,2661,1.4,TRUE,Alpha,B.1.1.7,207,2643,7.8
Mexico,MX,2021-29,GISAID,183806,2661,1.4,TRUE,Alpha,B.1.1.7+E484K,0,2643,0
Mexico,MX,2021-29,GISAID,183806,2661,1.4,TRUE,Beta,B.1.351,153,2643,5.8
Mexico,MX,2021-29,GISAID,183806,2661,1.4,TRUE,Epsilon,B.1.427/B.1.429,0,2643,0
Mexico,MX,2021-29,GISAID,183806,2661,1.4,TRUE,Other,B.1.525,1,2643,0
Mexico,MX,2021-29,GISAID,183806,2661,1.4,TRUE,Other,B.1.526,0,2643,0
Mexico,MX,2021-29,GISAID,183806,2661,1.4,TRUE,Other,B.1.616,0,2643,0
Mexico,MX,2021-29,GISAID,183806,2661,1.4,TRUE,Delta,B.1.617,0,2643,0
Mexico,MX,2021-29,GISAID,183806,2661,1.4,TRUE,Delta,B.1.617.1,1,2643,0
Mexico,MX,2021-29,GISAID,183806,2661,1.4,TRUE,Delta,B.1.617.2,2216,2643,83.8
Mexico,MX,2021-29,GISAID,183806,2661,1.4,TRUE,Delta,B.1.617.3,0,2643,0
Mexico,MX,2021-29,GISAID,183806,2661,1.4,TRUE,Other,B.1.620,0,2643,0
Mexico,MX,2021-29,GISAID,183806,2661,1.4,TRUE,Mu,B.1.621,24,2643,0.9
Mexico,MX,2021-29,GISAID,183806,2661,1.4,TRUE,Lambda,C.1.2,0,2643,0
Mexico,MX,2021-29,GISAID,183806,2661,1.4,TRUE,Lambda,C.37,11,2643,0.4
Mexico,MX,2021-29,GISAID,183806,2661,1.4,TRUE,Gamma,P.1,12,2643,0.5
Mexico,MX,2021-29,GISAID,183806,2661,1.4,TRUE,Gamma,P.3,0,2643,0
Mexico,MX,2021-29,GISAID,183806,2661,1.4,TRUE,Other,Other,17,2643,0.6
Mexico,MX,2021-30,GISAID,148957,2329,1.6,TRUE,Other,AT.1,0,2311,0
Mexico,MX,2021-30,GISAID,148957,2329,1.6,TRUE,Delta,AY.4.2,0,2311,0
Mexico,MX,2021-30,GISAID,148957,2329,1.6,TRUE,Alpha,B.1.1.7,85,2311,3.7
Mexico,MX,2021-30,GISAID,148957,2329,1.6,TRUE,Alpha,B.1.1.7+E484K,0,2311,0
Mexico,MX,2021-30,GISAID,148957,2329,1.6,TRUE,Beta,B.1.351,50,2311,2.2
Mexico,MX,2021-30,GISAID,148957,2329,1.6,TRUE,Epsilon,B.1.427/B.1.429,0,2311,0
Mexico,MX,2021-30,GISAID,148957,2329,1.6,TRUE,Other,B.1.525,0,2311,0
Mexico,MX,2021-30,GISAID,148957,2329,1.6,TRUE,Other,B.1.526,0,2311,0
Mexico,MX,2021-30,GISAID,148957,2329,1.6,TRUE,Other,B.1.616,0,2311,0
Mexico,MX,2021-30,GISAID,148957,2329,1.6,TRUE,Delta,B.1.617,0,2311,0
Mexico,MX,2021-30,GISAID,148957,2329,1.6,TRUE,Delta,B.1.617.1,0,2311,0
Mexico,MX,2021-30,GISAID,148957,2329,1.6,TRUE,Delta,B.1.617.2,2134,2311,92.3
Mexico,MX,2021-30,GISAID,148957,2329,1.6,TRUE,Delta,B.1.617.3,0,2311,0
Mexico,MX,2021-30,GISAID,148957,2329,1.6,TRUE,Other,B.1.620,0,2311,0
Mexico,MX,2021-30,GISAID,148957,2329,1.6,TRUE,Mu,B.1.621,14,2311,0.6
Mexico,MX,2021-30,GISAID,148957,2329,1.6,TRUE,Lambda,C.1.2,0,2311,0
Mexico,MX,2021-30,GISAID,148957,2329,1.6,TRUE,Lambda,C.37,9,2311,0.4
Mexico,MX,2021-30,GISAID,148957,2329,1.6,TRUE,Gamma,P.1,10,2311,0.4
Mexico,MX,2021-30,GISAID,148957,2329,1.6,TRUE,Gamma,P.3,0,2311,0
Mexico,MX,2021-30,GISAID,148957,2329,1.6,TRUE,Other,Other,9,2311,0.4
Mexico,MX,2021-31,GISAID,111547,2326,2.1,TRUE,Other,AT.1,0,2301,0
Mexico,MX,2021-31,GISAID,111547,2326,2.1,TRUE,Delta,AY.4.2,3,2301,0.1
Mexico,MX,2021-31,GISAID,111547,2326,2.1,TRUE,Alpha,B.1.1.7,49,2301,2.1
Mexico,MX,2021-31,GISAID,111547,2326,2.1,TRUE,Alpha,B.1.1.7+E484K,0,2301,0
Mexico,MX,2021-31,GISAID,111547,2326,2.1,TRUE,Beta,B.1.351,26,2301,1.1
Mexico,MX,2021-31,GISAID,111547,2326,2.1,TRUE,Epsilon,B.1.427/B.1.429,0,2301,0
Mexico,MX,2021-31,GISAID,111547,2326,2.1,TRUE,Other,B.1.525,0,2301,0
Mexico,MX,2021-31,GISAID,111547,2326,2.1,TRUE,Other,B.1.526,0,2301,0
Mexico,MX,2021-31,GISAID,111547,2326,2.1,TRUE,Other,B.1.616,0,2301,0
Mexico,MX,2021-31,GISAID,111547,2326,2.1,TRUE,Delta,B.1.617,0,2301,0
Mexico,MX,2021-31,GISAID,111547,2326,2.1,TRUE,Delta,B.1.617.1,0,2301,0
Mexico,MX,2021-31,GISAID,111547,2326,2.1,TRUE,Delta,B.1.617.2,2177,2301,94.6
Mexico,MX,2021-31,GISAID,111547,2326,2.1,TRUE,Delta,B.1.617.3,0,2301,0
Mexico,MX,2021-31,GISAID,111547,2326,2.1,TRUE,Other,B.1.620,0,2301,0
Mexico,MX,2021-31,GISAID,111547,2326,2.1,TRUE,Mu,B.1.621,17,2301,0.7
Mexico,MX,2021-31,GISAID,111547,2326,2.1,TRUE,Lambda,C.1.2,0,2301,0
Mexico,MX,2021-31,GISAID,111547,2326,2.1,TRUE,Lambda,C.37,5,2301,0.2
Mexico,MX,2021-31,GISAID,111547,2326,2.1,TRUE,Gamma,P.1,10,2301,0.4
Mexico,MX,2021-31,GISAID,111547,2326,2.1,TRUE,Gamma,P.3,0,2301,0
Mexico,MX,2021-31,GISAID,111547,2326,2.1,TRUE,Other,Other,14,2301,0.6
Mexico,MX,2021-32,GISAID,82569,1804,2.2,TRUE,Other,AT.1,0,1782,0
Mexico,MX,2021-32,GISAID,82569,1804,2.2,TRUE,Delta,AY.4.2,1,1782,0.1
Mexico,MX,2021-32,GISAID,82569,1804,2.2,TRUE,Alpha,B.1.1.7,27,1782,1.5
Mexico,MX,2021-32,GISAID,82569,1804,2.2,TRUE,Alpha,B.1.1.7+E484K,0,1782,0
Mexico,MX,2021-32,GISAID,82569,1804,2.2,TRUE,Beta,B.1.351,13,1782,0.7
Mexico,MX,2021-32,GISAID,82569,1804,2.2,TRUE,Epsilon,B.1.427/B.1.429,0,1782,0
Mexico,MX,2021-32,GISAID,82569,1804,2.2,TRUE,Other,B.1.525,0,1782,0
Mexico,MX,2021-32,GISAID,82569,1804,2.2,TRUE,Other,B.1.526,0,1782,0
Mexico,MX,2021-32,GISAID,82569,1804,2.2,TRUE,Other,B.1.616,0,1782,0
Mexico,MX,2021-32,GISAID,82569,1804,2.2,TRUE,Delta,B.1.617,0,1782,0
Mexico,MX,2021-32,GISAID,82569,1804,2.2,TRUE,Delta,B.1.617.1,0,1782,0
Mexico,MX,2021-32,GISAID,82569,1804,2.2,TRUE,Delta,B.1.617.2,1716,1782,96.3
Mexico,MX,2021-32,GISAID,82569,1804,2.2,TRUE,Delta,B.1.617.3,0,1782,0
Mexico,MX,2021-32,GISAID,82569,1804,2.2,TRUE,Other,B.1.620,0,1782,0
Mexico,MX,2021-32,GISAID,82569,1804,2.2,TRUE,Mu,B.1.621,6,1782,0.3
Mexico,MX,2021-32,GISAID,82569,1804,2.2,TRUE,Lambda,C.1.2,0,1782,0
Mexico,MX,2021-32,GISAID,82569,1804,2.2,TRUE,Lambda,C.37,6,1782,0.3
Mexico,MX,2021-32,GISAID,82569,1804,2.2,TRUE,Gamma,P.1,8,1782,0.4
Mexico,MX,2021-32,GISAID,82569,1804,2.2,TRUE,Gamma,P.3,0,1782,0
Mexico,MX,2021-32,GISAID,82569,1804,2.2,TRUE,Other,Other,5,1782,0.3
Mexico,MX,2021-33,GISAID,63844,1637,2.6,TRUE,Other,AT.1,0,1625,0
Mexico,MX,2021-33,GISAID,63844,1637,2.6,TRUE,Delta,AY.4.2,1,1625,0.1
Mexico,MX,2021-33,GISAID,63844,1637,2.6,TRUE,Alpha,B.1.1.7,6,1625,0.4
Mexico,MX,2021-33,GISAID,63844,1637,2.6,TRUE,Alpha,B.1.1.7+E484K,0,1625,0
Mexico,MX,2021-33,GISAID,63844,1637,2.6,TRUE,Beta,B.1.351,3,1625,0.2
Mexico,MX,2021-33,GISAID,63844,1637,2.6,TRUE,Epsilon,B.1.427/B.1.429,0,1625,0
Mexico,MX,2021-33,GISAID,63844,1637,2.6,TRUE,Other,B.1.525,0,1625,0
Mexico,MX,2021-33,GISAID,63844,1637,2.6,TRUE,Other,B.1.526,0,1625,0
Mexico,MX,2021-33,GISAID,63844,1637,2.6,TRUE,Other,B.1.616,0,1625,0
Mexico,MX,2021-33,GISAID,63844,1637,2.6,TRUE,Delta,B.1.617,0,1625,0
Mexico,MX,2021-33,GISAID,63844,1637,2.6,TRUE,Delta,B.1.617.1,0,1625,0
Mexico,MX,2021-33,GISAID,63844,1637,2.6,TRUE,Delta,B.1.617.2,1591,1625,97.9
Mexico,MX,2021-33,GISAID,63844,1637,2.6,TRUE,Delta,B.1.617.3,0,1625,0
Mexico,MX,2021-33,GISAID,63844,1637,2.6,TRUE,Other,B.1.620,0,1625,0
Mexico,MX,2021-33,GISAID,63844,1637,2.6,TRUE,Mu,B.1.621,3,1625,0.2
Mexico,MX,2021-33,GISAID,63844,1637,2.6,TRUE,Lambda,C.1.2,0,1625,0
Mexico,MX,2021-33,GISAID,63844,1637,2.6,TRUE,Lambda,C.37,4,1625,0.2
Mexico,MX,2021-33,GISAID,63844,1637,2.6,TRUE,Gamma,P.1,4,1625,0.2
Mexico,MX,2021-33,GISAID,63844,1637,2.6,TRUE,Gamma,P.3,0,1625,0
Mexico,MX,2021-33,GISAID,63844,1637,2.6,TRUE,Other,Other,13,1625,0.8
Mexico,MX,2021-34,GISAID,45231,1648,3.6,TRUE,Other,AT.1,0,1628,0
Mexico,MX,2021-34,GISAID,45231,1648,3.6,TRUE,Delta,AY.4.2,2,1628,0.1
Mexico,MX,2021-34,GISAID,45231,1648,3.6,TRUE,Alpha,B.1.1.7,4,1628,0.2
Mexico,MX,2021-34,GISAID,45231,1648,3.6,TRUE,Alpha,B.1.1.7+E484K,0,1628,0
Mexico,MX,2021-34,GISAID,45231,1648,3.6,TRUE,Beta,B.1.351,3,1628,0.2
Mexico,MX,2021-34,GISAID,45231,1648,3.6,TRUE,Epsilon,B.1.427/B.1.429,0,1628,0
Mexico,MX,2021-34,GISAID,45231,1648,3.6,TRUE,Other,B.1.525,0,1628,0
Mexico,MX,2021-34,GISAID,45231,1648,3.6,TRUE,Other,B.1.526,0,1628,0
Mexico,MX,2021-34,GISAID,45231,1648,3.6,TRUE,Other,B.1.616,0,1628,0
Mexico,MX,2021-34,GISAID,45231,1648,3.6,TRUE,Delta,B.1.617,0,1628,0
Mexico,MX,2021-34,GISAID,45231,1648,3.6,TRUE,Delta,B.1.617.1,0,1628,0
Mexico,MX,2021-34,GISAID,45231,1648,3.6,TRUE,Delta,B.1.617.2,1609,1628,98.8
Mexico,MX,2021-34,GISAID,45231,1648,3.6,TRUE,Delta,B.1.617.3,0,1628,0
Mexico,MX,2021-34,GISAID,45231,1648,3.6,TRUE,Other,B.1.620,0,1628,0
Mexico,MX,2021-34,GISAID,45231,1648,3.6,TRUE,Mu,B.1.621,1,1628,0.1
Mexico,MX,2021-34,GISAID,45231,1648,3.6,TRUE,Lambda,C.1.2,0,1628,0
Mexico,MX,2021-34,GISAID,45231,1648,3.6,TRUE,Lambda,C.37,1,1628,0.1
Mexico,MX,2021-34,GISAID,45231,1648,3.6,TRUE,Gamma,P.1,5,1628,0.3
Mexico,MX,2021-34,GISAID,45231,1648,3.6,TRUE,Gamma,P.3,0,1628,0
Mexico,MX,2021-34,GISAID,45231,1648,3.6,TRUE,Other,Other,3,1628,0.2
Mexico,MX,2021-35,GISAID,29688,1222,4.1,TRUE,Other,AT.1,0,1217,0
Mexico,MX,2021-35,GISAID,29688,1222,4.1,TRUE,Delta,AY.4.2,3,1217,0.2
Mexico,MX,2021-35,GISAID,29688,1222,4.1,TRUE,Alpha,B.1.1.7,3,1217,0.2
Mexico,MX,2021-35,GISAID,29688,1222,4.1,TRUE,Alpha,B.1.1.7+E484K,0,1217,0
Mexico,MX,2021-35,GISAID,29688,1222,4.1,TRUE,Beta,B.1.351,0,1217,0
Mexico,MX,2021-35,GISAID,29688,1222,4.1,TRUE,Epsilon,B.1.427/B.1.429,0,1217,0
Mexico,MX,2021-35,GISAID,29688,1222,4.1,TRUE,Other,B.1.525,0,1217,0
Mexico,MX,2021-35,GISAID,29688,1222,4.1,TRUE,Other,B.1.526,0,1217,0
Mexico,MX,2021-35,GISAID,29688,1222,4.1,TRUE,Other,B.1.616,0,1217,0
Mexico,MX,2021-35,GISAID,29688,1222,4.1,TRUE,Delta,B.1.617,0,1217,0
Mexico,MX,2021-35,GISAID,29688,1222,4.1,TRUE,Delta,B.1.617.1,0,1217,0
Mexico,MX,2021-35,GISAID,29688,1222,4.1,TRUE,Delta,B.1.617.2,1199,1217,98.5
Mexico,MX,2021-35,GISAID,29688,1222,4.1,TRUE,Delta,B.1.617.3,0,1217,0
Mexico,MX,2021-35,GISAID,29688,1222,4.1,TRUE,Other,B.1.620,0,1217,0
Mexico,MX,2021-35,GISAID,29688,1222,4.1,TRUE,Mu,B.1.621,1,1217,0.1
Mexico,MX,2021-35,GISAID,29688,1222,4.1,TRUE,Lambda,C.1.2,0,1217,0
Mexico,MX,2021-35,GISAID,29688,1222,4.1,TRUE,Lambda,C.37,0,1217,0
Mexico,MX,2021-35,GISAID,29688,1222,4.1,TRUE,Gamma,P.1,2,1217,0.2
Mexico,MX,2021-35,GISAID,29688,1222,4.1,TRUE,Gamma,P.3,0,1217,0
Mexico,MX,2021-35,GISAID,29688,1222,4.1,TRUE,Other,Other,9,1217,0.7
Mexico,MX,2021-36,GISAID,20930,932,4.5,TRUE,Other,AT.1,0,929,0
Mexico,MX,2021-36,GISAID,20930,932,4.5,TRUE,Delta,AY.4.2,4,929,0.4
Mexico,MX,2021-36,GISAID,20930,932,4.5,TRUE,Alpha,B.1.1.7,1,929,0.1
Mexico,MX,2021-36,GISAID,20930,932,4.5,TRUE,Alpha,B.1.1.7+E484K,0,929,0
Mexico,MX,2021-36,GISAID,20930,932,4.5,TRUE,Beta,B.1.351,0,929,0
Mexico,MX,2021-36,GISAID,20930,932,4.5,TRUE,Epsilon,B.1.427/B.1.429,0,929,0
Mexico,MX,2021-36,GISAID,20930,932,4.5,TRUE,Other,B.1.525,0,929,0
Mexico,MX,2021-36,GISAID,20930,932,4.5,TRUE,Other,B.1.526,0,929,0
Mexico,MX,2021-36,GISAID,20930,932,4.5,TRUE,Other,B.1.616,0,929,0
Mexico,MX,2021-36,GISAID,20930,932,4.5,TRUE,Delta,B.1.617,0,929,0
Mexico,MX,2021-36,GISAID,20930,932,4.5,TRUE,Delta,B.1.617.1,0,929,0
Mexico,MX,2021-36,GISAID,20930,932,4.5,TRUE,Delta,B.1.617.2,919,929,98.9
Mexico,MX,2021-36,GISAID,20930,932,4.5,TRUE,Delta,B.1.617.3,0,929,0
Mexico,MX,2021-36,GISAID,20930,932,4.5,TRUE,Other,B.1.620,0,929,0
Mexico,MX,2021-36,GISAID,20930,932,4.5,TRUE,Mu,B.1.621,2,929,0.2
Mexico,MX,2021-36,GISAID,20930,932,4.5,TRUE,Lambda,C.1.2,0,929,0
Mexico,MX,2021-36,GISAID,20930,932,4.5,TRUE,Lambda,C.37,0,929,0
Mexico,MX,2021-36,GISAID,20930,932,4.5,TRUE,Gamma,P.1,0,929,0
Mexico,MX,2021-36,GISAID,20930,932,4.5,TRUE,Gamma,P.3,0,929,0
Mexico,MX,2021-36,GISAID,20930,932,4.5,TRUE,Other,Other,3,929,0.3
Mexico,MX,2021-37,GISAID,16901,697,4.1,TRUE,Other,AT.1,0,697,0
Mexico,MX,2021-37,GISAID,16901,697,4.1,TRUE,Delta,AY.4.2,0,697,0
Mexico,MX,2021-37,GISAID,16901,697,4.1,TRUE,Alpha,B.1.1.7,3,697,0.4
Mexico,MX,2021-37,GISAID,16901,697,4.1,TRUE,Alpha,B.1.1.7+E484K,0,697,0
